card_number,country_code,merchant,amount,mcc
card_451,USA,Costco,61.45,Groceries
card_344,USA,Neiman Marcus,547.3,Retail
card_232,GBR,British Airways,1477.77,Travel
card_322,USA,Macys,937.7,Retail
card_374,FRA,Air France-KLM,112.6,Travel
card_454,USA,Panera Bread,57.8,Restaurants
card_238,USA,Southwest Airlines,241.01,Travel
card_482,USA,Subway,220.53,Restaurants
card_453,USA,Comcast,818.7,Telecom
card_357,USA,Spotify,14.61,Streaming
card_459,USA,Ticketmaster,508.32,Ticketing
card_100,USA,Lowes,841.5,Retail
card_371,USA,Macys,734.14,Retail
card_188,JPN,Toyota,2756.96,Automotive
card_442,USA,Microsoft,2992.7,Technology
card_316,USA,Dominos Pizza,157.42,Restaurants
card_145,HKG,Cathay Pacific,481.45,Travel
card_209,USA,Walmart,173.86,Groceries
card_361,USA,Hilton,1048.88,Hotels
card_271,ARE,Emirates,1316.32,Travel
card_480,USA,Ross Stores,638.11,Retail
card_228,USA,CVS Health,762.32,Retail
card_108,USA,Kroger,56.42,Groceries
card_140,USA,Universal Parks,25.77,Streaming
card_255,USA,Marriott International,63.53,Hotels
card_367,USA,McDonalds,81.54,Restaurants
card_53,USA,Wendys,220.67,Restaurants
card_309,USA,Kroger,297.62,Groceries
card_346,USA,Best Buy,103.68,Retail
card_40,USA,Comcast,404.49,Telecom
card_103,USA,Safeway,242.02,Groceries
card_134,USA,Chick-fil-A,69.17,Restaurants
card_475,USA,Lowes,557.31,Retail
card_142,USA,Lowes,734.41,Retail
card_473,USA,Dominos Pizza,188.64,Restaurants
card_193,USA,Lowes,192.08,Retail
card_199,USA,Kroger,113.06,Groceries
card_341,USA,Comcast,784.87,Telecom
card_4,USA,American Airlines,853.63,Travel
card_4,USA,Comcast,10.2,Telecom
card_276,USA,Panera Bread,230.69,Restaurants
card_378,USA,Pizza Hut,20.24,Restaurants
card_329,USA,Walgreens,747.01,Retail
card_150,HKG,Cathay Pacific,343.6,Travel
card_80,USA,Starbucks,287.84,Restaurants
card_385,USA,Pizza Hut,116.7,Restaurants
card_353,ARE,Emirates,524.05,Travel
card_272,USA,Saks Fifth Avenue,153.14,Retail
card_393,USA,Chipotle,98.63,Restaurants
card_32,USA,Target,264.23,Groceries
card_231,USA,Microsoft,4982.04,Technology
card_304,USA,Marriott International,584.05,Hotels
card_35,USA,Etsy,25.19,E-commerce
card_367,USA,Regal Cinemas,37.49,Streaming
card_265,USA,Etsy,44.88,E-commerce
card_413,USA,AMC Theatres,31.69,Streaming
card_190,USA,AMC Theatres,22.62,Streaming
card_406,USA,Expedia,648.3,Hotels
card_490,USA,InterContinental Hotels,1058.65,Hotels
card_329,USA,Taco Bell,10.93,Restaurants
card_31,USA,Taco Bell,189.68,Restaurants
card_432,USA,Uniqlo,358.72,Retail
card_298,USA,IKEA,795.23,Retail
card_447,USA,Marriott International,184.84,Hotels
card_54,USA,Best Buy,590.26,Retail
card_332,USA,Comcast,483.57,Telecom
card_72,USA,PayPal,3247.4,Technology
card_258,USA,Target,28.81,Groceries
card_433,USA,Comcast,582.08,Telecom
card_104,USA,TJX Companies,563.68,Retail
card_368,USA,Disney,30.23,Streaming
card_103,USA,Ticketmaster,605.47,Ticketing
card_269,USA,Burger King,206.18,Restaurants
card_462,DEU,Lufthansa,1217.23,Travel
card_259,USA,Regal Cinemas,17.14,Streaming
card_38,USA,Walgreens,825.92,Retail
card_369,USA,Expedia,772.47,Hotels
card_27,USA,Chipotle,32.35,Restaurants
card_469,FRA,Air France-KLM,134.9,Travel
card_233,USA,AMC Theatres,20.04,Streaming
card_464,USA,Nike,785.97,Retail
card_414,USA,Target,215.23,Groceries
card_294,USA,TJX Companies,789.67,Retail
card_259,USA,Amazon,28.28,E-commerce
card_251,USA,Chipotle,137.66,Restaurants
card_116,USA,Gap Inc,151.72,Retail
card_357,USA,Wayfair,19.77,E-commerce
card_72,USA,Expedia,679.33,Hotels
card_303,USA,T-Mobile,93.16,Telecom
card_138,USA,Apple,1181.0,Technology
card_314,USA,Burger King,183.49,Restaurants
card_73,USA,Chipotle,223.34,Restaurants
card_403,USA,Kohls,998.36,Retail
card_200,USA,Universal Parks,46.99,Streaming
card_344,USA,Papa Johns,196.34,Restaurants
card_484,USA,General Motors,2164.12,Automotive
card_95,USA,Adidas,638.0,Retail
card_410,USA,Dominos Pizza,237.84,Restaurants
card_280,USA,American Airlines,221.59,Travel
card_4,USA,Microsoft,2108.53,Technology
card_290,GBR,Tesco,253.54,Groceries
card_466,USA,Comcast,386.91,Telecom
card_54,FRA,Carrefour,175.84,Groceries
card_319,USA,General Motors,2980.07,Automotive
card_449,USA,Williams-Sonoma,188.55,Retail
card_327,USA,The Home Depot,365.42,Retail
card_252,USA,Nordstrom,337.84,Retail
card_193,USA,Netflix,6.18,Streaming
card_233,USA,Lululemon,29.07,Retail
card_117,DEU,Aldi,251.19,Groceries
card_390,USA,Spotify,17.29,Streaming
card_108,USA,Chipotle,160.24,Restaurants
card_335,USA,Disney,18.44,Streaming
card_92,USA,Walmart,282.8,Groceries
card_268,JPN,Toyota,1370.55,Automotive
card_192,USA,Netflix,24.33,Streaming
card_185,USA,AMC Theatres,44.27,Streaming
card_212,JPN,Toyota,4225.47,Automotive
card_364,USA,Airbnb,319.85,Hotels
card_361,USA,Tesla,4032.95,Automotive
card_496,USA,Safeway,142.87,Groceries
card_397,USA,Comcast,485.55,Telecom
card_127,USA,American Airlines,243.55,Travel
card_408,FRA,Carrefour,33.37,Groceries
card_247,USA,Google,3666.9,Technology
card_351,USA,Etsy,27.34,E-commerce
card_269,DEU,Lufthansa,683.43,Travel
card_350,USA,Shopify,37.83,E-commerce
card_191,USA,Microsoft,3851.01,Technology
card_67,USA,PayPal,878.65,Technology
card_231,USA,Hyatt,934.83,Hotels
card_465,USA,Dunkin,49.25,Restaurants
card_30,USA,General Motors,3781.74,Automotive
card_405,USA,Wayfair,34.56,E-commerce
card_475,USA,Shake Shack,287.42,Restaurants
card_249,USA,Williams-Sonoma,73.61,Retail
card_205,SGP,Singapore Airlines,132.73,Travel
card_441,USA,KFC,91.83,Restaurants
card_472,USA,General Motors,1382.36,Automotive
card_174,JPN,Toyota,1310.2,Automotive
card_214,USA,Marriott International,1364.07,Hotels
card_66,USA,Chipotle,82.37,Restaurants
card_263,USA,Trader Joes,88.87,Groceries
card_42,USA,Bloomingdales,760.6,Retail
card_211,USA,Shake Shack,140.42,Restaurants
card_19,DEU,Aldi,235.25,Groceries
card_177,USA,Nordstrom,70.04,Retail
card_209,USA,Chick-fil-A,151.4,Restaurants
card_4,USA,Tesla,264.71,Automotive
card_413,USA,Five Guys,28.17,Restaurants
card_478,USA,Expedia,1364.33,Hotels
card_481,GBR,British Airways,251.91,Travel
card_376,USA,Chipotle,164.4,Restaurants
card_184,USA,T-Mobile,414.04,Telecom
card_310,USA,Whole Foods,110.73,Groceries
card_418,USA,Subway,270.95,Restaurants
card_428,USA,PayPal,206.93,Technology
card_72,USA,Netflix,34.87,Streaming
card_39,USA,Universal Parks,48.35,Streaming
card_483,USA,Whole Foods,172.45,Groceries
card_499,USA,Apple,4690.43,Technology
card_198,USA,Wendys,25.15,Restaurants
card_383,USA,Gap Inc,421.7,Retail
card_50,USA,Wendys,85.45,Restaurants
card_81,USA,Taco Bell,221.94,Restaurants
card_168,USA,Amazon,49.16,E-commerce
card_297,USA,eBay,16.54,E-commerce
card_394,USA,TJX Companies,655.9,Retail
card_261,USA,Kroger,67.45,Groceries
card_183,USA,Dunkin,173.95,Restaurants
card_131,USA,Panera Bread,144.54,Restaurants
card_488,USA,eBay,48.74,E-commerce
card_338,USA,Tesla,3081.78,Automotive
card_70,USA,Kroger,111.36,Groceries
card_251,DEU,Lidl,43.09,Groceries
card_189,USA,Papa Johns,53.86,Restaurants
card_292,USA,Marriott International,376.71,Hotels
card_404,USA,Delta Air Lines,413.9,Travel
card_386,DEU,Lidl,256.68,Groceries
card_465,USA,Kohls,563.42,Retail
card_138,USA,Gap Inc,525.77,Retail
card_461,USA,Apple,662.37,Technology
card_248,USA,Tesla,4314.68,Automotive
card_183,USA,Dunkin,219.62,Restaurants
card_340,USA,Spotify,8.05,Streaming
card_261,HKG,Cathay Pacific,1076.36,Travel
card_199,USA,Costco,167.63,Groceries
card_443,USA,Ford,500.45,Automotive
card_409,USA,Ross Stores,461.01,Retail
card_4,USA,Papa Johns,150.56,Restaurants
card_288,USA,Regal Cinemas,12.46,Streaming
card_143,USA,Disney,47.56,Streaming
card_192,USA,Pizza Hut,256.49,Restaurants
card_30,USA,Expedia,1020.08,Hotels
card_381,USA,Best Buy,464.98,Retail
card_190,USA,Saks Fifth Avenue,414.71,Retail
card_441,USA,Expedia,993.91,Hotels
card_33,USA,Hilton,840.88,Hotels
card_17,USA,Chevron,40.59,Energy
card_353,USA,Marriott International,793.13,Hotels
card_146,USA,McDonalds,243.86,Restaurants
card_92,USA,Kroger,143.18,Groceries
card_426,USA,Williams-Sonoma,56.7,Retail
card_145,USA,Shopify,40.38,E-commerce
card_421,USA,Uber,205.36,Retail
card_157,USA,PayPal,1367.24,Technology
card_305,USA,Amazon,12.41,E-commerce
card_405,USA,Disney,19.86,Streaming
card_123,USA,Neiman Marcus,757.97,Retail
card_289,USA,Trader Joes,160.62,Groceries
card_430,USA,Delta Air Lines,347.08,Travel
card_58,USA,Target,264.57,Groceries
card_406,USA,Best Buy,880.18,Retail
card_168,USA,Amazon,44.18,E-commerce
card_219,USA,Comcast,242.6,Telecom
card_439,USA,H&M,453.98,Retail
card_53,USA,Pizza Hut,295.65,Restaurants
card_269,USA,Ford,3882.86,Automotive
card_60,USA,Wayfair,6.22,E-commerce
card_460,USA,Tesla,419.5,Automotive
card_439,USA,Walgreens,466.61,Retail
card_91,USA,Kohls,909.67,Retail
card_418,USA,Williams-Sonoma,541.01,Retail
card_231,USA,Verizon,500.32,Telecom
card_27,USA,TJX Companies,109.95,Retail
card_443,GBR,British Airways,1002.33,Travel
card_284,USA,Five Guys,248.41,Restaurants
card_253,FRA,Air France-KLM,601.61,Travel
card_67,USA,Expedia,1174.64,Hotels
card_477,USA,Chick-fil-A,289.7,Restaurants
card_58,USA,Tesla,1098.46,Automotive
card_13,USA,KFC,161.77,Restaurants
card_108,USA,Dunkin,93.27,Restaurants
card_348,USA,Marriott International,1199.64,Hotels
card_404,USA,Zara,579.71,Retail
card_6,USA,Publix,194.03,Groceries
card_189,USA,Apple,4009.78,Technology
card_487,USA,Panera Bread,124.83,Restaurants
card_34,USA,PayPal,4583.94,Technology
card_443,USA,Bed Bath & Beyond,535.36,Retail
card_109,HKG,Cathay Pacific,279.03,Travel
card_351,USA,Shell,148.3,Energy
card_366,USA,Airbnb,1200.23,Hotels
card_37,USA,Shell,83.85,Energy
card_44,USA,Chevron,175.72,Energy
card_61,USA,eBay,45.78,E-commerce
card_154,USA,Trader Joes,90.3,Groceries
card_97,USA,Wayfair,49.26,E-commerce
card_361,DEU,Lufthansa,254.03,Travel
card_248,USA,Wendys,68.58,Restaurants
card_498,USA,Marriott International,317.13,Hotels
card_320,GBR,Tesco,269.26,Groceries
card_253,USA,Bloomingdales,656.02,Retail
card_235,USA,Amazon,11.84,E-commerce
card_276,USA,Starbucks,137.69,Restaurants
card_97,USA,Dominos Pizza,188.44,Restaurants
card_292,USA,Universal Parks,8.76,Streaming
card_82,USA,PayPal,4423.84,Technology
card_275,GBR,BP,166.61,Energy
card_48,USA,Pizza Hut,156.51,Restaurants
card_323,USA,Five Guys,290.47,Restaurants
card_375,USA,Subway,131.15,Restaurants
card_143,USA,Universal Parks,49.28,Streaming
card_17,USA,ExxonMobil,143.55,Energy
card_148,USA,Uniqlo,636.5,Retail
card_358,USA,Macys,170.13,Retail
card_355,USA,Airbnb,1328.8,Hotels
card_84,USA,Target,133.97,Groceries
card_378,USA,Apple,894.94,Technology
card_169,USA,T-Mobile,17.54,Telecom
card_251,USA,Wendys,172.33,Restaurants
card_477,USA,Airbnb,814.73,Hotels
card_450,USA,Verizon,720.76,Telecom
card_109,USA,Regal Cinemas,45.06,Streaming
card_347,USA,Neiman Marcus,84.01,Retail
card_64,USA,Verizon,732.84,Telecom
card_415,USA,Marriott International,321.75,Hotels
card_242,USA,Walgreens,858.89,Retail
card_103,DEU,Lidl,247.53,Groceries
card_3,USA,Bed Bath & Beyond,543.09,Retail
card_292,USA,Etsy,36.96,E-commerce
card_53,GBR,British Airways,505.81,Travel
card_66,USA,Google,2408.72,Technology
card_395,GBR,British Airways,1241.37,Travel
card_115,USA,Hilton,715.93,Hotels
card_344,SGP,Singapore Airlines,568.81,Travel
card_183,JPN,Toyota,2521.64,Automotive
card_47,USA,Trader Joes,250.19,Groceries
card_500,USA,Uber,338.53,Retail
card_435,USA,Southwest Airlines,301.95,Travel
card_289,USA,Shopify,37.04,E-commerce
card_357,USA,T-Mobile,826.85,Telecom
card_136,USA,Wayfair,9.53,E-commerce
card_173,USA,Lowes,243.67,Retail
card_450,USA,Adidas,146.26,Retail
card_75,USA,Macys,351.2,Retail
card_198,USA,Southwest Airlines,703.01,Travel
card_128,USA,Zara,750.08,Retail
card_285,USA,Dominos Pizza,198.83,Restaurants
card_482,USA,TJX Companies,622.82,Retail
card_222,GBR,BP,89.9,Energy
card_86,USA,Publix,254.02,Groceries
card_236,USA,Macys,473.93,Retail
card_134,USA,Regal Cinemas,49.06,Streaming
card_9,USA,T-Mobile,635.97,Telecom
card_451,USA,Saks Fifth Avenue,130.63,Retail
card_166,USA,The Home Depot,677.8,Retail
card_89,USA,Chevron,85.27,Energy
card_268,USA,Delta Air Lines,1045.17,Travel
card_485,ARE,Emirates,150.98,Travel
card_271,USA,Papa Johns,60.72,Restaurants
card_171,USA,InterContinental Hotels,1290.82,Hotels
card_397,USA,Walgreens,231.04,Retail
card_417,USA,Delta Air Lines,1263.71,Travel
card_313,USA,Adidas,282.88,Retail
card_46,USA,Dominos Pizza,196.44,Restaurants
card_186,USA,Wayfair,36.24,E-commerce
card_11,SGP,Singapore Airlines,793.35,Travel
card_350,USA,Etsy,18.74,E-commerce
card_377,USA,Costco,71.67,Groceries
card_106,USA,Lowes,38.02,Retail
card_402,USA,Comcast,307.43,Telecom
card_63,USA,Etsy,34.39,E-commerce
card_41,USA,Google,4697.69,Technology
card_417,JPN,Toyota,4368.9,Automotive
card_307,SGP,Singapore Airlines,1160.79,Travel
card_248,USA,PayPal,3963.39,Technology
card_211,USA,Expedia,1014.23,Hotels
card_322,USA,AT&T,263.99,Telecom
card_428,USA,Papa Johns,273.09,Restaurants
card_280,USA,Charter Communications,672.38,Telecom
card_484,USA,Trader Joes,172.53,Groceries
card_82,FRA,Air France-KLM,210.93,Travel
card_269,USA,Microsoft,2290.57,Technology
card_442,USA,Uniqlo,463.06,Retail
card_28,USA,Comcast,865.24,Telecom
card_354,USA,Williams-Sonoma,548.91,Retail
card_84,USA,Target,120.32,Groceries
card_64,USA,Booking.com,1466.36,Hotels
card_101,USA,AT&T,115.17,Telecom
card_497,USA,Ross Stores,425.44,Retail
card_39,USA,Shopify,6.89,E-commerce
card_6,USA,Wayfair,38.3,E-commerce
card_480,USA,Publix,276.24,Groceries
card_229,USA,Starbucks,91.21,Restaurants
card_441,USA,Kroger,258.92,Groceries
card_19,USA,Apple,1531.87,Technology
card_124,USA,Kroger,274.12,Groceries
card_364,USA,Shell,158.17,Energy
card_175,USA,Chipotle,243.42,Restaurants
card_447,USA,Whole Foods,15.22,Groceries
card_281,USA,Airbnb,1446.08,Hotels
card_436,USA,Bloomingdales,728.04,Retail
card_71,USA,Uniqlo,308.23,Retail
card_465,USA,Tesla,4164.03,Automotive
card_56,USA,CVS Health,285.11,Retail
card_52,USA,Shake Shack,263.1,Restaurants
card_214,USA,Netflix,10.07,Streaming
card_332,USA,Spotify,36.67,Streaming
card_240,USA,Zara,542.99,Retail
card_119,USA,Safeway,37.99,Groceries
card_86,USA,T-Mobile,245.68,Telecom
card_68,USA,Shopify,5.56,E-commerce
card_202,USA,TJX Companies,471.42,Retail
card_220,USA,H&M,304.76,Retail
card_387,USA,Subway,183.52,Restaurants
card_117,JPN,Toyota,1556.47,Automotive
card_432,USA,Comcast,303.42,Telecom
card_483,USA,Netflix,38.44,Streaming
card_431,USA,T-Mobile,52.9,Telecom
card_100,GBR,Tesco,271.84,Groceries
card_27,USA,eBay,43.35,E-commerce
card_481,USA,Wendys,203.66,Restaurants
card_146,USA,Subway,182.03,Restaurants
card_150,USA,Ross Stores,892.84,Retail
card_231,GBR,BP,61.51,Energy
card_490,USA,Nordstrom,83.57,Retail
card_265,USA,Nike,243.31,Retail
card_344,USA,American Airlines,1202.14,Travel
card_230,USA,Dominos Pizza,20.05,Restaurants
card_85,USA,Saks Fifth Avenue,584.89,Retail
card_272,USA,Starbucks,298.68,Restaurants
card_311,DEU,Lufthansa,1290.76,Travel
card_425,USA,Kroger,161.22,Groceries
card_220,USA,Starbucks,28.46,Restaurants
card_243,USA,AMC Theatres,42.41,Streaming
card_223,USA,Apple,3034.99,Technology
card_157,USA,Tesla,663.17,Automotive
card_220,USA,InterContinental Hotels,186.09,Hotels
card_248,USA,Adidas,910.08,Retail
card_48,USA,Nike,670.85,Retail
card_61,USA,Five Guys,250.49,Restaurants
card_405,USA,Best Buy,879.58,Retail
card_411,USA,Google,2901.68,Technology
card_37,USA,Macys,519.86,Retail
card_325,USA,IKEA,433.28,Retail
card_95,USA,Papa Johns,101.91,Restaurants
card_69,USA,Five Guys,136.03,Restaurants
card_167,USA,Lowes,775.01,Retail
card_207,USA,Shell,132.33,Energy
card_86,USA,Kroger,268.83,Groceries
card_93,USA,Zara,446.16,Retail
card_32,USA,Dunkin,186.06,Restaurants
card_97,DEU,Lidl,193.08,Groceries
card_259,USA,Williams-Sonoma,593.74,Retail
card_496,USA,Safeway,213.76,Groceries
card_414,FRA,Air France-KLM,394.28,Travel
card_355,USA,Comcast,514.8,Telecom
card_47,USA,Universal Parks,9.69,Streaming
card_256,USA,Southwest Airlines,607.54,Travel
card_158,USA,General Motors,2489.57,Automotive
card_96,USA,TJX Companies,653.96,Retail
card_3,SGP,Singapore Airlines,1428.27,Travel
card_301,USA,Hilton,920.94,Hotels
card_55,USA,Papa Johns,225.64,Restaurants
card_280,USA,Charter Communications,508.73,Telecom
card_179,USA,Kroger,193.89,Groceries
card_7,GBR,British Airways,152.85,Travel
card_355,USA,AT&T,258.12,Telecom
card_123,USA,Target,114.94,Groceries
card_65,USA,Ross Stores,475.13,Retail
card_301,DEU,Lufthansa,116.19,Travel
card_193,USA,Ford,786.12,Automotive
card_230,USA,AT&T,280.43,Telecom
card_130,USA,Whole Foods,291.74,Groceries
card_196,DEU,Lidl,106.09,Groceries
card_441,USA,Nike,484.63,Retail
card_324,USA,Taco Bell,66.87,Restaurants
card_349,USA,Dunkin,187.13,Restaurants
card_396,USA,Burger King,91.4,Restaurants
card_316,USA,InterContinental Hotels,350.14,Hotels
card_78,USA,Hilton,799.03,Hotels
card_84,USA,Dominos Pizza,11.6,Restaurants
card_161,USA,Tesla,137.55,Automotive
card_417,USA,Shell,67.24,Energy
card_88,DEU,Aldi,20.65,Groceries
card_303,DEU,Lufthansa,206.64,Travel
card_78,USA,United Airlines,541.35,Travel
card_470,USA,Disney,41.12,Streaming
card_414,USA,Papa Johns,175.89,Restaurants
card_89,USA,Booking.com,793.37,Hotels
card_456,USA,Ford,1538.1,Automotive
card_253,USA,Lululemon,932.09,Retail
card_260,USA,Regal Cinemas,22.87,Streaming
card_251,USA,Apple,526.75,Technology
card_423,USA,Five Guys,188.95,Restaurants
card_201,USA,Expedia,215.07,Hotels
card_253,USA,Chipotle,110.11,Restaurants
card_107,USA,Hyatt,785.75,Hotels
card_449,HKG,Cathay Pacific,1317.62,Travel
card_449,USA,Bloomingdales,496.08,Retail
card_9,DEU,Lufthansa,1068.28,Travel
card_154,HKG,Cathay Pacific,1489.58,Travel
card_391,USA,Subway,48.13,Restaurants
card_456,USA,Bloomingdales,278.36,Retail
card_206,SGP,Singapore Airlines,622.14,Travel
card_153,USA,Papa Johns,132.33,Restaurants
card_498,USA,Safeway,129.2,Groceries
card_178,USA,Apple,4547.29,Technology
card_229,USA,Nordstrom,715.46,Retail
card_434,USA,Burger King,186.29,Restaurants
card_203,USA,McDonalds,99.72,Restaurants
card_400,USA,Google,4136.57,Technology
card_157,USA,Chevron,192.36,Energy
card_18,HKG,Cathay Pacific,1240.74,Travel
card_142,USA,Subway,10.45,Restaurants
card_307,USA,Shake Shack,194.56,Restaurants
card_294,USA,ExxonMobil,38.69,Energy
card_70,USA,Zara,261.32,Retail
card_167,USA,InterContinental Hotels,136.31,Hotels
card_301,JPN,Toyota,3058.6,Automotive
card_55,GBR,British Airways,1045.56,Travel
card_422,USA,Adidas,118.92,Retail
card_122,USA,Safeway,121.31,Groceries
card_463,USA,Taco Bell,142.31,Restaurants
card_481,USA,Ford,1908.36,Automotive
card_198,USA,Southwest Airlines,225.49,Travel
card_397,USA,Delta Air Lines,657.47,Travel
card_130,USA,The Home Depot,752.42,Retail
card_406,GBR,British Airways,152.96,Travel
card_398,USA,Airbnb,166.26,Hotels
card_472,USA,Saks Fifth Avenue,358.0,Retail
card_108,USA,Charter Communications,942.02,Telecom
card_47,USA,AT&T,670.23,Telecom
card_15,USA,Taco Bell,206.81,Restaurants
card_396,USA,Hilton,574.78,Hotels
card_277,DEU,Aldi,182.16,Groceries
card_226,USA,Etsy,5.46,E-commerce
card_302,USA,Pizza Hut,194.47,Restaurants
card_478,USA,Zara,913.72,Retail
card_216,USA,Nordstrom,614.51,Retail
card_279,DEU,Lufthansa,1316.86,Travel
card_396,GBR,BP,153.08,Energy
card_84,USA,Shell,50.49,Energy
card_187,USA,Dominos Pizza,271.71,Restaurants
card_119,USA,Google,425.57,Technology
card_450,USA,Shell,120.77,Energy
card_183,USA,Neiman Marcus,146.43,Retail
card_93,USA,Best Buy,16.65,Retail
card_212,USA,Ticketmaster,424.92,Ticketing
card_399,USA,Spotify,18.28,Streaming
card_349,USA,Dominos Pizza,150.94,Restaurants
card_347,USA,Uber,579.31,Retail
card_16,USA,Bloomingdales,48.52,Retail
card_406,USA,TJX Companies,127.39,Retail
card_417,USA,Walmart,172.01,Groceries
card_230,USA,Wayfair,20.44,E-commerce
card_315,USA,Verizon,730.53,Telecom
card_308,USA,Amazon,34.35,E-commerce
card_100,USA,Shopify,43.05,E-commerce
card_413,USA,Trader Joes,210.82,Groceries
card_233,JPN,Toyota,2206.66,Automotive
card_225,USA,Publix,205.16,Groceries
card_372,USA,Pizza Hut,89.86,Restaurants
card_359,USA,Disney,18.78,Streaming
card_218,GBR,British Airways,1194.03,Travel
card_35,USA,T-Mobile,449.19,Telecom
card_79,USA,Taco Bell,241.53,Restaurants
card_265,USA,Panera Bread,248.5,Restaurants
card_267,USA,PayPal,4302.06,Technology
card_87,USA,T-Mobile,917.05,Telecom
card_373,USA,T-Mobile,433.83,Telecom
card_471,USA,Uniqlo,322.27,Retail
card_48,USA,Ticketmaster,584.29,Ticketing
card_244,HKG,Cathay Pacific,588.2,Travel
card_194,USA,Microsoft,3045.26,Technology
card_395,USA,Wayfair,36.75,E-commerce
card_464,USA,Panera Bread,209.64,Restaurants
card_429,DEU,Lidl,118.62,Groceries
card_108,USA,Ross Stores,171.03,Retail
card_396,USA,Zara,433.38,Retail
card_423,USA,eBay,11.42,E-commerce
card_168,USA,Shake Shack,268.13,Restaurants
